"Timestamp","¿En qué fecha realizó los contactos?","Coloque la sede a la pertenecen los alumnos contactados:","Coloque la categoría a la pertenecen los alumnos contactados:","¿Realizó llamadas?","Cantidad de llamadas realizadas (sólo colocar el número de llamadas realizadas):","Cantidad de llamadas efectivas (sólo colocar el número de llamadas efectivas, si ninguna fue efectiva colocar 0):","¿Envío mensajes de contacto?","Cantidad de mensajes  enviados (colocar el número total de mensajes que envío para esta categoría):","Cantidad de mensajes que obtuvieron respuesta (colocar el número de respuestas que obtuvo de sus mensajes enviados):","¿Envío trabajos (entrenamientos)?","¿Cuántos ejercicios diferentes envío?","Que usted sepa, ¿cuántos de sus alumnos de esta categoría recibieron la unidad de entrenamiento?","Según usted, ¿cuántos de sus alumnos de esta categoría realizaron los trabajos?","Si tiene algún comentario o sugerencia escríbalo aquí:"
"2020/05/04 4:08:49 PM CDT","2020-05-04","Bethania","Moscos","No","","","Sí","10","7","Sí","4","5","4",""
"2020/05/04 4:08:59 PM CDT","2020-05-04","Capitalinos B-EMEFUT","Sub-18","Sí","20","12","Sí","25","12","Sí","20 ","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento,así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas. "
"2020/05/04 4:15:34 PM CDT","2020-05-04","Campo Marte","Infantil","Sí","16","14","Sí","16","14","Sí","3","2","1","Los felicito por este excele"
"2020/05/04 4:27:55 PM CDT","2020-05-04","Santa Fe","Moscos","No","","","Sí","9","4","Sí","2","2","1",""
"2020/05/04 4:28:59 PM CDT","2020-05-04","Santa Fe","Intermedia","No","","","Sí","15","8","Sí","2","2","1",""
"2020/05/04 4:43:50 PM CDT","2020-05-04","Chácara","Intermedia","Sí","14","14","Sí","14","14","Sí","6","5","5","se contactaron por medio de Whats App llamadas y facebook."
"2020/05/04 4:44:08 PM CDT","2020-05-04","Maestro","Infantil","No","","","Sí","2","15","Sí","2","3","2",""
"2020/05/04 4:44:23 PM CDT","2020-05-04","Castillo Lara","Moscos","No","","","Sí","12","09","Sí","01","5","4","Ninguno"
"2020/05/04 4:46:51 PM CDT","2020-05-04","Roosevelt","Moscos","Sí","20","25","Sí","20","15","Sí","3","3","3","Se realizaron varios intentos hasta lograr nuestro objetivo"
"2020/05/04 4:49:10 PM CDT","2020-05-04","Maestro","Moscos","No","","","Sí","27","20","Sí","5","","5",""
"2020/05/04 4:50:38 PM CDT","2020-05-04","Maestro","Intermedia","No","","","Sí","21","13","Sí","5","","4",""
"2020/05/04 4:51:00 PM CDT","2020-05-04","Roosevelt","Infantil","Sí","10","5","Sí","20","5","Sí","3","3","3","Avalaron a la infantil , profesor Jorge Velasquez y la profesora Diana"
"2020/05/04 4:54:37 PM CDT","2020-05-04","San Francisco de Asís","Infantil","Sí","10","8","Sí","13","13","Sí","7","","5",""
"2020/05/04 4:55:00 PM CDT","2020-05-04","Roosevelt","Intermedia","Sí","10","8","Sí","10","","Sí","3","4","4","Para cada ejercicio se aplican 3 variante y los alumnos indican que.tienen que salir a trabajar 😷"
"2020/05/04 4:58:45 PM CDT","2020-05-04","San Francisco de Asís","Juvenil","Sí","11","7","Sí","13","7","Sí","9","5","5",""
"2020/05/04 4:58:57 PM CDT","2020-05-04","Roosevelt","Juvenil","Sí","10","7","Sí","10","7","Sí","3","3","3","Los jóvenes de esta categoría indican que debido a la actual situación ,deben salir a trabajar y otros que no tienen dinero para las redes sociales 😷"
"2020/05/04 5:45:01 PM CDT","2020-05-04","Paraiso 2","Infantil","No","","","Sí","10","2","No","","","",""
"2020/05/04 6:16:31 PM CDT","2020-05-04","Lourdes","Infantil","Sí","12","10","Sí","12","10","Sí","3","3","2",""
"2020/05/04 7:27:40 PM CDT","2020-05-04","Castillo Lara","Infantil","No","","","Sí","12","6","No","","","",""
"2020/05/04 7:30:13 PM CDT","2020-05-04","Castillo Lara","Intermedia","No","","","Sí","15","8","Sí","4","5","4",""
"2020/05/04 7:31:38 PM CDT","2020-05-04","Castillo Lara","Juvenil","No","","","Sí","12","6","Sí","4","5","4",""
"2020/05/04 7:34:06 PM CDT","2020-05-04","Proyecto 4-10","Moscos","No","","","Sí","3","11","Sí","7","4","4",""
"2020/05/04 7:34:07 PM CDT","2020-05-04","Muniguate","Equipo Mayor","Sí","10","10","No","","","Sí","4","5","5","Continuamos con el trabajo de casa,a través de videos,llamadas o contactos"
"2020/05/04 7:36:19 PM CDT","2020-05-04","Proyecto 4-10","Infantil","No","","","Sí","5","16","Sí","5","5","3",""
"2020/05/04 7:37:08 PM CDT","2020-05-04","Proyecto 4-10","Intermedia","No","","","Sí","2","5","Sí","5","1","1",""
"2020/05/04 7:37:59 PM CDT","2020-05-04","Proyecto 4-10","Juvenil","No","","","Sí","7","18","Sí","7","4","3",""
"2020/05/04 7:43:46 PM CDT","2020-05-04","Nimajuyú","Juvenil","No","","","Sí","16","4","Sí","2","5","2","Trabajos de pliometria y técnica individual"
"2020/05/04 7:48:23 PM CDT","2020-05-04","Gerona","Moscos","Sí","10","4","Sí","10","4","Sí","4","5","5","Muchas gracias"
"2020/05/04 7:53:23 PM CDT","2020-05-04","Nimajuyú","Moscos","No","","","Sí","18","18","No","","","","Se envió mensaje de prevención covid 19 y se recibió trabajo pendiente"
"2020/05/04 7:53:38 PM CDT","2020-05-04","San Francisco de Asís","Moscos","Sí","5","4","Sí","12","7","Sí","3","4","2",""
"2020/05/04 7:55:42 PM CDT","2020-05-04","Nimajuyú","Infantil","No","","","Sí","24","24","No","","","","Se envió mensaje de prevención covid 19 y se recibió trabajos pendientes"
"2020/05/04 8:13:11 PM CDT","2020-05-04","Limón","Infantil","Sí","10","10","Sí","3","3","Sí","","5","4",""
"2020/05/04 8:13:58 PM CDT","2020-05-04","Limón","Juvenil","Sí","10","10","No","","","Sí","1","3","1",""
"2020/05/04 8:31:43 PM CDT","2020-05-04","Limón","Juvenil","Sí","10","10","No","","","Sí","1","3","1",""
"2020/05/05 8:53:51 AM CDT","2020-05-05","San Francisco de Asís","Intermedia","Sí","4","4","Sí","7","1","Sí","4","2","1",""
"2020/05/05 10:24:05 AM CDT","2020-05-05","Alameda","Moscos","Sí","13","13","Sí","13","13","Sí","3","5","5",""
"2020/05/05 10:30:20 AM CDT","2020-05-04","Alameda","Juvenil","No","","","Sí","17","17","Sí","17","5","5",""
"2020/05/05 10:31:15 AM CDT","2020-05-05","Alameda","Juvenil","Sí","19","18","No","","","Sí","19","5","5",""
"2020/05/05 12:09:35 PM CDT","2020-05-05","Campo Marte","Juvenil","Sí","1","1","Sí","1","1","Sí","2","5","5","Que de momento todos están bien gracias "
"2020/05/05 12:15:19 PM CDT","2020-05-05","Campo Marte","Juvenil","Sí","1","1","Sí","16","12","Sí","2","5","5","Tengo alumnos  de la terminal z 4 vendedores y nesecitan  ayuda pf gracias "
"2020/05/05 12:38:09 PM CDT","2020-05-05","Florida","Juvenil","Sí","12","5","Sí","18","5","Sí","7","5","5",""
"2020/05/05 1:02:17 PM CDT","2020-05-05","Campo Marte","Infantil","Sí","16","16","Sí","1616","16","Sí","5","2","2","Extraordinario lo que se hace"
"2020/05/05 1:14:11 PM CDT","2020-05-05","Santa Fe","Juvenil","No","","","Sí","15","10 ","Sí","7","5","4",""
"2020/05/05 1:22:20 PM CDT","2020-05-05","Muniguate","Equipo Mayor","No","","","Sí","11","11","Sí","8","5","5","Enviamos videos de trabajo de entrenamientos y las jugadoras nos envian el de ellas"
"2020/05/05 1:33:33 PM CDT","2020-05-05","Maestro","Juvenil","Sí","14","7","Sí","19","6","Sí","2","5","3",""
"2020/05/05 1:39:06 PM CDT","2020-05-04","Alameda","Infantil","Sí","15","15","Sí","15","15","Sí","8","4","4",""
"2020/05/05 1:39:54 PM CDT","2020-05-05","Alameda","Infantil","Sí","19","19","Sí","19","19","Sí","8","4","4",""
"2020/05/05 1:41:06 PM CDT","2020-05-05","Castillo Lara","Infantil","No","","","Sí","14","8","Sí","3","5","2","por falta de internet es muy escaza la respuesta de los alumnos"
"2020/05/05 1:50:28 PM CDT","2020-05-05","Milles Rock","Intermedia","Sí","10","5","Sí","10","5","Sí","1","5","5",""
"2020/05/05 2:03:05 PM CDT","2020-05-05","Santa Fe","Infantil","No","","","Sí","14","7","Sí","5","3","2",""
"2020/05/05 2:19:31 PM CDT","2020-05-05","Paraiso 2","Infantil","No","","","Sí","26","4","Sí","3","4","2",""
"2020/05/05 2:26:53 PM CDT","2020-05-05","Justo Rufino Barrios","Moscos","Sí","17","17","Sí","17","17","Sí","6","5","5","Estamos trabajando en casa con diferentes ejercicios "
"2020/05/05 2:30:02 PM CDT","2020-05-05","Nimajuyú","Intermedia","Sí","13","11","No","","","Sí","8","","5","El día de hoy trabajamos pliometria esto nos sirve para tener fuerza en nuestro  tren inferior "
"2020/05/05 2:32:15 PM CDT","2020-05-05","Castillo Lara","Moscos","No","","","Sí","12","09","Sí","01","5","5","Ninguno"
"2020/05/05 2:38:37 PM CDT","2020-05-05","Paraiso 2","Moscos","No","","","Sí","30","5","Sí","3","5","2",""
"2020/05/05 2:51:10 PM CDT","2020-05-05","Chácara","Intermedia","Sí","15","14","Sí","15","14","Sí","6","5","5","Contactos via Whatsapp Facebook y una llamada telefónica"
"2020/05/05 2:58:17 PM CDT","2020-05-05","Justo Rufino Barrios","Infantil","No","","","No","","","Sí","12","5","5",""
"2020/05/05 2:59:42 PM CDT","2020-05-05","Lourdes","Infantil","Sí","11","10","No","","","Sí","3","4","4",""
"2020/05/05 3:00:43 PM CDT","2020-05-05","Justo Rufino Barrios","Intermedia","No","","","No","","","Sí","3","5","5",""
"2020/05/05 3:00:58 PM CDT","2020-05-05","Lourdes","Intermedia","Sí","3","2","No","","","Sí","3","1","1",""
"2020/05/05 3:02:24 PM CDT","2020-05-05","Justo Rufino Barrios","Juvenil","No","","","Sí","15","15","Sí","3","5","5",""
"2020/05/05 3:05:37 PM CDT","2020-05-05","Justo Rufino Barrios","Infantil","No","","","Sí","12","12","Sí","3","5","5",""
"2020/05/05 3:06:54 PM CDT","2020-05-05","Justo Rufino Barrios","Intermedia","No","","","Sí","14","14","Sí","3","5","5",""
"2020/05/05 3:10:34 PM CDT","2020-05-05","Milles Rock","Juvenil","Sí","9","6","No","","","Sí","1","5","5","Cuesta un poco el poderse comunicar vía mensaje por cuestión de que no tienen internet"
"2020/05/05 3:11:53 PM CDT","2020-05-05","San Francisco de Asís","Intermedia","Sí","3","3","Sí","10","2","Sí","2","2","3","Algunos chicos no tienen saldo. Otros chicos no tienen balón"
"2020/05/05 3:15:06 PM CDT","2020-05-05","Lourdes","Juvenil","No","","","Sí","10","10","Sí","6","4","3","ninguna"
"2020/05/05 3:17:39 PM CDT","2020-05-05","San Francisco de Asís","Infantil","No","","","Sí","1","0","Sí","2","1","0",""
"2020/05/05 3:21:44 PM CDT","2020-05-05","Capitalinos B-EMEFUT","Sub-18","Sí","18","10","Sí","20","10","Sí","20","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento, fotos de ejercicios ybla planificacion diaria, así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas."
"2020/05/05 3:22:51 PM CDT","2020-05-05","Limón","Infantil","Sí","10","10","Sí","1","1","Sí","3","4","4",""
"2020/05/05 3:34:36 PM CDT","2020-05-05","Chácara","Infantil","Sí","11","11","Sí","11","11","Sí","7","5","5","Todo bien gracias "
"2020/05/05 3:37:13 PM CDT","2020-05-05","Alameda","Intermedia","Sí","8","8","Sí","13","13","Sí","3","4","4",""
"2020/05/05 3:41:57 PM CDT","2020-04-30","Limón","Moscos","No","","","Sí","20","5","Sí","2","4","3",""
"2020/05/05 3:44:09 PM CDT","2020-05-04","Limón","Moscos","No","","","Sí","20","8","Sí","2","4","4",""
"2020/05/05 3:46:53 PM CDT","2020-05-05","Limón","Moscos","No","","","Sí","20","2","Sí","5","4","2",""
"2020/05/05 3:50:39 PM CDT","2020-05-05","Nimajuyú","Moscos","No","","","Sí","18","17","Sí","1","4","4","Siempre deben realizar uno de los ejercicios de calentamiento enviados anteriormente"
"2020/05/05 3:51:55 PM CDT","2020-05-05","Nimajuyú","Infantil","No","","","Sí","23","23","Sí","2","5","5","Siempre deben hacer uno de los ejercicios de calentamiento enviado anteriormente"
"2020/05/05 3:53:59 PM CDT","2020-05-05","Chácara","Moscos","No","","","Sí","14","12","Sí","6","4","4",""
"2020/05/05 4:02:27 PM CDT","2020-05-05","Justo Rufino Barrios","Sub-15","No","","","Sí","5","18","Sí","10","4","4",""
"2020/05/05 4:16:21 PM CDT","2020-05-05","Florida","Moscos","Sí","2","5","Sí","1","4","Sí","10","5","5","Envie la dirección de una pagina para que los chicos miren la pagina"
"2020/05/05 4:20:41 PM CDT","2020-05-05","Maestro","Infantil","No","","","Sí","1","10","No","","","","SE ENVIO MENSAJE DE MOTIVACION, Y ALENTANDO SEGUIR ACTIVOS EN CASA"
"2020/05/05 4:36:10 PM CDT","2020-05-05","Maestro","Moscos","No","","","Sí","27","23","Sí","5","","5",""
"2020/05/05 4:37:25 PM CDT","2020-05-05","Capitalinos B-EMEFUT","Equipo Mayor","No","","","Sí","20","20","Sí","5","5","5",""
"2020/05/05 4:37:28 PM CDT","2020-05-05","Maestro","Intermedia","No","","","Sí","22","14","Sí","5","","4",""
"2020/05/05 4:41:42 PM CDT","2020-05-05","Lourdes","Moscos","Sí","7","7","Sí","7","7","Sí","5","5","5","El apoyo de los papás es muy importante en esta categoría, a veces cuesta un poco pero están siendo 
de gran ayuda"
"2020/05/05 4:59:21 PM CDT","2020-05-05","Paraiso 2","Intermedia","No","","","Sí","5","5","Sí","3","5","5",""
"2020/05/05 5:00:43 PM CDT","2020-05-05","San Francisco de Asís","Infantil","Sí","10","6","Sí","13","8","Sí","12","","4",""
"2020/05/05 5:03:35 PM CDT","2020-05-05","San Francisco de Asís","Juvenil","Sí","10","8","Sí","13","8","Sí","15","","5",""
"2020/05/05 5:08:55 PM CDT","2020-05-05","Paraiso 2","Juvenil","No","","","Sí","10","0","Sí","3","4","2",""
"2020/05/05 5:11:54 PM CDT","2020-05-05","Milles Rock","Infantil","No","","","Sí","9","9","Sí","2","5","4",""
"2020/05/05 5:13:09 PM CDT","2020-05-05","Proyecto 4-10","Juvenil","No","","","Sí","3","3","Sí","8","4","1",""
"2020/05/05 5:13:55 PM CDT","2020-05-05","Proyecto 4-10","Intermedia","No","","","Sí","2","5","Sí","5","1","1",""
"2020/05/05 5:14:49 PM CDT","2020-05-05","Proyecto 4-10","Infantil","No","","","Sí","6","10","Sí","4","5","3",""
"2020/05/05 5:15:45 PM CDT","2020-05-05","Proyecto 4-10","Moscos","No","","","Sí","2","9","Sí","9","3","3",""
"2020/05/05 5:15:48 PM CDT","2020-05-05","Roosevelt","Moscos","Sí","20","15","Sí","15","15","Sí","3","3","3","Se realizaron varios intentos hasta lograr nuestro objetivo"
"2020/05/05 5:19:09 PM CDT","2020-05-05","Roosevelt","Infantil","Sí","15","10","Sí","10","10","Sí","1","3","3","Trabajo asesorado por la profesora  Diana y Jorge ⚽"
"2020/05/05 5:22:39 PM CDT","2020-05-05","Roosevelt","Intermedia","Sí","12","10","Sí","12","10","Sí","3","3","3","Varios alumnos indican tener que salir a trabajar y otros que no tienen dinero para pagar la redes sociales. ⚽"
"2020/05/05 5:26:16 PM CDT","2020-05-05","Roosevelt","Juvenil","Sí","12","10","Sí","13","10","Sí","3","3","3","Varios alumnos indican que deben salir a trabajar porque no tienen dinero ni para las redes sociales 😷"
"2020/05/05 7:35:36 PM CDT","2020-05-04","Gerona","Infantil","Sí","9","5","Sí","9","5","Sí","5","5","5","muchas gracias
"
"2020/05/05 7:37:16 PM CDT","2020-05-04","Gerona","Intermedia","Sí","10","7","Sí","10","7","Sí","5","5","5","muchas gracias
"
"2020/05/05 7:38:51 PM CDT","2020-05-04","Gerona","Juvenil","Sí","11","8","Sí","11","8","Sí","5","5","5","muchas gracias
"
"2020/05/05 7:39:39 PM CDT","2020-05-05","Cantón 21","Moscos","Sí","5","4","Sí","7","7","Sí","4","4","4",""
"2020/05/05 7:41:11 PM CDT","2020-05-05","Gerona","Infantil","Sí","9","5","Sí","9","5","Sí","5","5","5","muchas gracias
"
"2020/05/05 7:41:14 PM CDT","2020-05-05","Cantón 21","Infantil","Sí","8","8","Sí","10","10","Sí","5","5","4",""
"2020/05/05 7:42:58 PM CDT","2020-05-05","Gerona","Intermedia","Sí","10","3","Sí","10","3","Sí","5","3","3","muchas gracias
"
"2020/05/05 7:43:09 PM CDT","2020-05-05","Cantón 21","Intermedia","Sí","6","6","Sí","9","9","Sí","5","4","4",""
"2020/05/05 7:44:27 PM CDT","2020-05-05","Cantón 21","Juvenil","Sí","9","7","Sí","12","11","Sí","5","4","4",""
"2020/05/05 7:44:37 PM CDT","2020-05-05","Gerona","Juvenil","Sí","10","5","Sí","10","5","Sí","5","5","5","muchas gracias
"
"2020/05/05 7:50:20 PM CDT","2020-05-05","Gerona","Moscos","Sí","10","6","Sí","10","6","Sí","5","5","5","muchas gracias
"
"2020/05/05 7:56:59 PM CDT","2020-05-05","Nimajuyú","Juvenil","No","","","Sí","16","9","Sí","3","5","2","Resistencia y coordinación "
"2020/05/05 9:00:05 PM CDT","2020-05-05","Bethania","Juvenil","No","","","Sí","20","8","Sí","","4","3",""
"2020/05/05 9:27:19 PM CDT","2020-05-05","Campo Marte","Intermedia","Sí","12","6","Sí","12","","Sí","7","5","5",""
"2020/05/05 9:32:12 PM CDT","2020-05-05","San Francisco de Asís","Moscos","Sí","5","3","Sí","15","10","Sí","3","4","3",""
"2020/05/06 1:24:37 AM CDT","2020-05-05","Castillo Lara","Intermedia","No","","","Sí","15","8","Sí","10","5","5",""
"2020/05/06 1:25:30 AM CDT","2020-05-05","Castillo Lara","Juvenil","No","","","Sí","12","7","Sí","10","5","4",""
"2020/05/06 11:55:42 AM CDT","2020-05-06","Alameda","Moscos","Sí","14","14","Sí","14","14","Sí","2","5","5",""
"2020/05/06 12:50:55 PM CDT","2020-05-06","Paraiso 2","Moscos","Sí","11","5","Sí","30","15","Sí","3","4","3","Algunos de los encargados expresaron que se les dificulta ver o descargar los vídeos ya que no cuentan con suficientes recursos económicos como para poder ingresar a whatsapp con tanta frecuencia."
"2020/05/06 12:54:39 PM CDT","2020-05-05","Florida","Intermedia","Sí","11","8","Sí","11","0","Sí","1","5","0",""
"2020/05/06 1:02:01 PM CDT","2020-05-05","Florida","Infantil","No","","","Sí","15","7","No","","","","Juntos logramos más "
"2020/05/06 1:03:13 PM CDT","2020-04-05","Florida","Moscos","Sí","10","3","No","","","No","","","",""
"2020/05/06 1:04:46 PM CDT","2020-04-05","Florida","Infantil","Sí","15","8","No","","","No","","","",""
"2020/05/06 1:06:01 PM CDT","2020-05-04","Florida","Infantil","Sí","15","8","No","","","No","","","",""
"2020/05/06 1:06:47 PM CDT","2020-05-04","Florida","Intermedia","No","","","Sí","15","7","No","","","",""
"2020/05/06 1:07:43 PM CDT","2020-05-04","Florida","Juvenil","Sí","15","5","No","","","No","","","",""
"2020/05/06 1:11:13 PM CDT","2020-05-06","Alameda","Juvenil","No","","","Sí","19","19","Sí","19","5","5",""
"2020/05/06 1:24:10 PM CDT","2020-05-06","Lourdes","Juvenil","No","","","Sí","10","10","Sí","7","4","3","ninguna"
"2020/05/06 1:26:25 PM CDT","2020-05-06","Florida","Juvenil","No","","","Sí","16","4","Sí","2","5","4",""
"2020/05/06 1:32:25 PM CDT","2020-05-06","Milles Rock","Moscos","Sí","1","1","Sí","3","11","Sí","3","4","4",""
"2020/05/06 1:43:36 PM CDT","2020-05-06","Alameda","Intermedia","Sí","7","7","Sí","13","13","Sí","2","4","4",""
"2020/05/06 1:53:04 PM CDT","2020-05-06","Maestro","Juvenil","Sí","13","8","Sí","19","6","Sí","2","5","3",""
"2020/05/06 1:53:23 PM CDT","2020-05-06","Castillo Lara","Moscos","No","","","Sí","12","08","Sí","01","5","5","Ninguno"
"2020/05/06 1:56:34 PM CDT","2020-05-06","Milles Rock","Intermedia","Sí","10","7","Sí","10","7","Sí","1","5","5",""
"2020/05/06 2:51:51 PM CDT","2020-05-06","Paraiso 2","Juvenil","Sí","8","4","No","","","Sí","3","5","4",""
"2020/05/06 2:55:02 PM CDT","2020-05-06","Castillo Lara","Infantil","No","","","Sí","12","5","Sí","3","4","1",""
"2020/05/06 2:55:14 PM CDT","2020-05-06","Castillo Lara","Infantil","No","","","Sí","12","5","Sí","3","4","1",""
"2020/05/06 2:59:11 PM CDT","2020-05-06","Justo Rufino Barrios","Infantil","No","","","Sí","15","15","Sí","4","5","5",""
"2020/05/06 3:01:39 PM CDT","2020-05-06","Justo Rufino Barrios","Intermedia","Sí","13","13","Sí","13","13","Sí","4","5","5",""
"2020/05/06 3:02:56 PM CDT","2020-05-06","Milles Rock","Juvenil","Sí","12","5","No","","","Sí","1","1","5","Por vía mensaje cuesta comunicarse por cuestión de que no tienen internet"
"2020/05/06 3:03:18 PM CDT","2020-05-06","Justo Rufino Barrios","Juvenil","Sí","12","12","Sí","12","12","Sí","4","5","5",""
"2020/05/06 3:06:39 PM CDT","2020-05-06","Justo Rufino Barrios","Moscos","Sí","13","13","Sí","13","13","Sí","6","5","5","Solo trabajos en casa con diferente ejercicios "
"2020/05/06 3:13:12 PM CDT","2020-05-06","Nimajuyú","Intermedia","Sí","8","8","No","","","Sí","6","","5","El día de hoy trabajamos  golpeo y control del balón "
"2020/05/06 3:32:28 PM CDT","2020-05-06","Lourdes","Moscos","No","","","Sí","20","10","Sí","3","4","4",""
"2020/05/06 3:39:42 PM CDT","2020-05-06","Alameda","Sub-15","No","","","Sí","4","20","Sí","8","5","4",""
"2020/05/06 3:43:12 PM CDT","2020-05-06","Lourdes","Infantil","Sí","15","10","No","","","Sí","3","3","3",""
"2020/05/06 3:44:11 PM CDT","2020-05-06","Chácara","Moscos","No","","","Sí","14","11","Sí","6","4","4",""
"2020/05/06 3:45:40 PM CDT","2020-05-06","Lourdes","Intermedia","Sí","15","5","No","","","Sí","3","2","2",""
"2020/05/06 3:46:41 PM CDT","2020-05-06","Lourdes","Juvenil","No","","","Sí","16","10","Sí","3","4","4",""
"2020/05/06 3:48:55 PM CDT","2020-05-06","Muniguate","Equipo Mayor","Sí","10","10","No","","","Sí","6","5","5",""
"2020/05/06 3:55:45 PM CDT","2020-05-06","Capitalinos B-EMEFUT","Equipo Mayor","No","","","Sí","20","20","Sí","5","5","5",""
"2020/05/06 3:57:31 PM CDT","2020-05-06","Capitalinos B-EMEFUT","Sub-18","Sí","10","7","Sí","15","7","Sí","20","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento,así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas."
"2020/05/06 4:05:37 PM CDT","2020-05-06","Roosevelt","Infantil","Sí","10","0","Sí","10","0","Sí","3","0","0",""
"2020/05/06 4:15:17 PM CDT","2020-05-06","Chácara","Intermedia","Sí","15","15","Sí","15","15","Sí","6","5","5","LOS TRABAJOS ENVIADOS VIA WHATSAPP FACEBOOK  UNA LLAMADA TELEFONICA."
"2020/05/06 4:18:50 PM CDT","2020-05-06","Campo Marte","Juvenil","Sí","12","10","Sí","12","10","Sí","2","5","5","Todo está bien hasta  hoy"
"2020/05/06 4:21:48 PM CDT","2020-05-06","San Francisco de Asís","Intermedia","Sí","3","1","Sí","11","4","Sí","4","3","1","Ninguno"
"2020/05/06 4:25:01 PM CDT","2020-05-06","Bethania","Infantil","No","","","Sí","15","4","Sí","3","2","2",""
"2020/05/06 4:25:02 PM CDT","2020-05-06","Chácara","Infantil","Sí","11","11","Sí","11","11","Sí","7","5","5","Todo bien gracias "
"2020/05/06 4:25:52 PM CDT","2020-05-06","Lourdes","Moscos","Sí","9","9","Sí","8","8","Sí","4","5","5",""
"2020/05/06 4:32:14 PM CDT","2020-05-06","Maestro","Moscos","No","","","Sí","27","19","Sí","5","","5",""
"2020/05/06 4:33:59 PM CDT","2020-05-06","Maestro","Intermedia","No","","","Sí","22","15","Sí","5","","5",""
"2020/05/06 4:34:54 PM CDT","2020-05-06","Campo Marte","Infantil","Sí","18","12","Sí","18","12","Sí","3","3","2","Muy bueno"
"2020/05/06 4:38:02 PM CDT","2020-05-06","Santa Fe","Juvenil","No","","","Sí","15","10","Sí","5","5","4",""
"2020/05/06 4:42:48 PM CDT","2020-05-06","Milles Rock","Infantil","Sí","3","1","Sí","8","8","Sí","1","5","4",""
"2020/05/06 4:48:36 PM CDT","2020-05-06","Nimajuyú","Moscos","No","","","Sí","18","18","Sí","2","5","5",""
"2020/05/06 4:48:43 PM CDT","2020-05-06","Florida","Moscos","Sí","1","2","Sí","1","2","Sí","10","5","5",""
"2020/05/06 4:51:21 PM CDT","2020-05-06","Nimajuyú","Infantil","No","","","Sí","23","23","Sí","2","5","5","Cada ejercicio tiene sus variantes"
"2020/05/06 4:56:15 PM CDT","2020-05-06","Gerona","Moscos","Sí","10","6","Sí","10","6","Sí","3","5","5","Muchas gracias"
"2020/05/06 5:04:57 PM CDT","2020-05-06","Maestro","Infantil","No","","","Sí","1","14","Sí","4","4","1",""
"2020/05/06 5:05:19 PM CDT","2020-05-06","Paraiso 2","Intermedia","No","","","Sí","5","3","Sí","2","5","2",""
"2020/05/06 5:06:23 PM CDT","2020-05-06","Proyecto 4-10","Juvenil","No","","","Sí","2","3","Sí","5","4","1",""
"2020/05/06 5:07:06 PM CDT","2020-05-06","Proyecto 4-10","Intermedia","No","","","Sí","1","5","Sí","5","2","1",""
"2020/05/06 5:08:27 PM CDT","2020-05-06","Proyecto 4-10","Infantil","No","","","Sí","5","11","Sí","3","4","3",""
"2020/05/06 5:09:18 PM CDT","2020-05-06","Proyecto 4-10","Moscos","No","","","Sí","2","9","Sí","7","3","2",""
"2020/05/06 5:12:26 PM CDT","2020-05-06","Paraiso 2","Infantil","No","","","Sí","26","2","Sí","3","4","1",""
"2020/05/06 5:16:19 PM CDT","2020-05-06","San Francisco de Asís","Infantil","Sí","10","7","Sí","13","8","Sí","","","4",""
"2020/05/06 5:18:52 PM CDT","2020-05-06","San Francisco de Asís","Juvenil","Sí","10","7","Sí","14","8","Sí","14","","5",""
"2020/05/06 5:22:49 PM CDT","2020-05-06","Castillo Lara","Intermedia","No","","","Sí","15","7","Sí","4 ","5","5","La falta de internet está afectando el contacto "
"2020/05/06 5:24:36 PM CDT","2020-05-06","Castillo Lara","Juvenil","No","","","Sí","12","","Sí","4","4","4","La falta de internet es un obstáculo en estos momentos ya que no tienen acceso "
"2020/05/06 5:25:05 PM CDT","2020-05-06","Bethania","Moscos","No","","","Sí","14","10","Sí","3","5","3",""
"2020/05/06 5:25:55 PM CDT","2020-05-06","Milles Rock","Moscos","Sí","1","1","Sí","3","11","Sí","3","4","4",""
"2020/05/06 5:40:56 PM CDT","2020-05-04","San Francisco de Asís","Intermedia","Sí","3","3","Sí","12","3","Sí","2","5","1","Necesitan balones para realizar lo tecnico"
"2020/05/06 6:16:53 PM CDT","2020-05-04","Chácara","Juvenil","No","","","Sí","17","14","Sí","","4","4",""
"2020/05/06 6:17:44 PM CDT","2020-05-05","Chácara","Juvenil","No","","","Sí","18","12","Sí","","4","4",""
"2020/05/06 6:18:27 PM CDT","2020-05-06","Chácara","Juvenil","No","","","Sí","18","15","Sí","","4","4",""
"2020/05/06 6:20:10 PM CDT","2020-05-04","Muniguate","Sub-15","No","","","Sí","20","20","Sí","","5","5",""
