"Timestamp","¿En qué fecha realizó los contactos?","Coloque la sede a la pertenecen los alumnos contactados:","Coloque la categoría a la pertenecen los alumnos contactados:","¿Realizó llamadas?","Cantidad de llamadas realizadas (sólo colocar el número de llamadas realizadas):","Cantidad de llamadas efectivas (sólo colocar el número de llamadas efectivas, si ninguna fue efectiva colocar 0):","¿Envío mensajes de contacto?","Cantidad de mensajes  enviados (colocar el número total de mensajes que envío para esta categoría):","Cantidad de mensajes que obtuvieron respuesta (colocar el número de respuestas que obtuvo de sus mensajes enviados):","¿Envío trabajos (entrenamientos)?","¿Cuántos ejercicios diferentes envío?","Que usted sepa, ¿cuántos de sus alumnos de esta categoría recibieron la unidad de entrenamiento?","Según usted, ¿cuántos de sus alumnos de esta categoría realizaron los trabajos?","Si tiene algún comentario o sugerencia escríbalo aquí:"
"2020/07/24 3:41:52 PM CDT","2020-07-24","Santa Fe","Moscos","No","","","Sí","9","2","No","","","",""
"2020/07/24 3:42:16 PM CDT","2020-07-24","Santa Fe","Juvenil","No","","","Sí","15","8","No","","","",""
"2020/07/24 3:44:38 PM CDT","2020-07-24","Chácara","Juvenil","No","","","Sí","14","6","Sí","4","4","3",""
"2020/07/24 3:45:19 PM CDT","2020-07-24","Muniguate","Sub-15","No","","","Sí","20","20","Sí","5","5","5",""
"2020/07/24 4:00:36 PM CDT","2020-07-24","Chácara","Infantil","Sí","0","0","Sí","10","10","Sí","3","5","5","Todo bien gracias "
"2020/07/24 4:10:50 PM CDT","2020-07-24","Maestro","Moscos","No","","","Sí","27","19","No","","","","Se envió infografía de la Municipalidad y mensaje de precaución por la situación que estamos viviendo. Saludos. "
"2020/07/24 4:12:31 PM CDT","2020-07-24","Maestro","Intermedia","No","","","Sí","25","19","No","","","","Se envió infografía de la Municipalidad y mensaje de prevención por la situación que estamos viviendo. Saludos. "
"2020/07/24 4:18:06 PM CDT","2020-07-24","San Francisco de Asís","Intermedia","Sí","3","0","Sí","13","11","Sí","3","5","1",""
"2020/07/24 4:19:18 PM CDT","2020-07-24","Maestro","Infantil","No","","","Sí","4","13","Sí","3","4","2",""
"2020/07/24 4:20:29 PM CDT","2020-07-24","Paraiso 2","Infantil","No","","","Sí","30","2","Sí","1","4","1",""
"2020/07/24 4:38:43 PM CDT","2020-07-24","Bethania","Moscos","No","","","Sí","12","9","Sí","2","5","3",""
"2020/07/24 4:39:01 PM CDT","2020-07-24","Justo Rufino Barrios","Moscos","Sí","10","10","Sí","10","10","Sí","4","5","5","Siempre trabajamos en casa con diferente ejercicios "
"2020/07/24 4:40:55 PM CDT","2020-07-23","Bethania","Moscos","No","","","Sí","12","10","Sí","2","4","2",""
"2020/07/24 4:51:08 PM CDT","2020-07-24","Maestro","Juvenil","Sí","14","7","Sí","17 ","7","Sí","2","5","4",""
"2020/07/24 5:18:01 PM CDT","2020-07-21","Limón","Moscos","Sí","7","5","Sí","7","4","Sí","3","3","5",""
"2020/07/24 5:18:02 PM CDT","2020-07-24","Santa Fe","Intermedia","No","","","Sí","15","5","No","","","",""
"2020/07/24 5:19:03 PM CDT","2020-07-24","Limón","Moscos","No","","","Sí","17","8","Sí","3","4","3",""
"2020/07/24 5:26:37 PM CDT","2020-07-24","Florida","Moscos","Sí","4","4","Sí","1","4","Sí","5","5","5",""
"2020/07/24 6:25:46 PM CDT","2020-07-24","Roosevelt","Moscos","Sí","7.","4.","Sí","22.","15","Sí","3","3","3","Informando: profesora , Diana Cotzajay. "
"2020/07/24 6:28:41 PM CDT","2020-07-24","Roosevelt","Juvenil","Sí","4.","4","Sí","19","15","Sí","3","3","3","Informando :Jorge luis Velasquez Pelen."
"2020/07/24 6:33:51 PM CDT","2020-07-24","San Francisco de Asís","Infantil","Sí","6","4","Sí","9","4","Sí","6","4","4",""
"2020/07/24 6:35:33 PM CDT","2020-07-24","San Francisco de Asís","Juvenil","Sí","5","1","Sí","9","6","Sí","6","5","4",""
"2020/07/24 9:02:35 PM CDT","2020-07-20","Florida","Infantil","No","","","Sí","17","12","No","","","",""
"2020/07/24 9:04:15 PM CDT","2020-07-21","Florida","Infantil","No","","","Sí","17","13","Sí","5","3","4",""
"2020/07/24 9:04:57 PM CDT","2020-07-22","Florida","Infantil","No","","","Sí","17","11","No","","","",""
"2020/07/24 9:05:56 PM CDT","2020-07-23","Florida","Infantil","No","","","Sí","17","15","Sí","4","4","3",""
"2020/07/24 9:06:46 PM CDT","2020-07-24","Florida","Infantil","No","","","Sí","17","14","No","","","",""
"2020/07/24 10:28:23 PM CDT","2020-07-24","Nimajuyú","Juvenil","No","","","Sí","16","14","Sí","2","4","1",""
"2020/07/26 11:25:13 PM CDT","2020-07-23","Lourdes","Moscos","Sí","5","5","Sí","10","10","Sí","5","5","5",""
"2020/07/26 11:26:10 PM CDT","2020-07-24","Lourdes","Moscos","Sí","15","15","Sí","5","5","Sí","4","5","5",""
"2020/07/27 7:48:11 AM CDT","2020-07-20","Gerona","Moscos","Sí","12","6","Sí","12","6","Sí","3","5","5","Muchas gracias"
"2020/07/27 7:49:01 AM CDT","2020-07-20","Gerona","Infantil","Sí","9","5","Sí","9","5","Sí","3","5","5","Muchas gracias"
"2020/07/27 7:49:53 AM CDT","2020-07-20","Gerona","Intermedia","Sí","15","9","Sí","15","9","Sí","3","5","5","Muchas gracias"
"2020/07/27 7:50:37 AM CDT","2020-07-20","Gerona","Juvenil","Sí","15","10","Sí","15","10","Sí","3","5","5","Muchas gracias"
"2020/07/27 7:52:24 AM CDT","2020-07-21","Gerona","Moscos","Sí","12","6","Sí","12","6","Sí","3","5","5","Muchas gracias"
"2020/07/27 7:53:12 AM CDT","2020-07-21","Gerona","Infantil","Sí","9","6","Sí","9","6","Sí","3","5","5","Muchas gracias"
"2020/07/27 7:54:02 AM CDT","2020-07-21","Gerona","Intermedia","Sí","15","10","Sí","15","10","Sí","3","5","5","Muchas gracias"
"2020/07/27 7:54:47 AM CDT","2020-07-21","Gerona","Juvenil","Sí","15","11","Sí","15","11","Sí","3","5","5","Muchas gracias"
"2020/07/27 10:06:16 AM CDT","2020-07-27","Alameda","Juvenil","No","","","Sí","18","18","Sí","3","5","4",""
"2020/07/27 10:11:19 AM CDT","2020-07-22","Gerona","Moscos","Sí","12","6","Sí","12","6","Sí","3","5","5","Muchas gracias"
"2020/07/27 10:12:18 AM CDT","2020-07-22","Gerona","Infantil","Sí","9","6","Sí","9","6","Sí","3","5","5","Muchas gracias"
"2020/07/27 10:13:33 AM CDT","2020-07-22","Gerona","Intermedia","Sí","15","10","Sí","15","10","Sí","3","5","5","Muchas gracias"
"2020/07/27 10:14:42 AM CDT","2020-07-22","Gerona","Juvenil","Sí","15","11","Sí","15","11","Sí","3","5","5","Muchas gracias"
"2020/07/27 10:15:56 AM CDT","2020-07-23","Gerona","Moscos","Sí","12","8","Sí","12","8","Sí","3","5","5","Muchas gracias"
"2020/07/27 10:16:58 AM CDT","2020-07-23","Gerona","Infantil","Sí","9","5","Sí","9","5","Sí","3","5","5","Muchas gracias"
"2020/07/27 10:17:58 AM CDT","2020-07-23","Gerona","Intermedia","Sí","15","10","Sí","15","10","Sí","3","5","5","Muchas gracias"
"2020/07/27 10:18:53 AM CDT","2020-07-23","Gerona","Juvenil","Sí","15","11","Sí","15","11","Sí","3","5","5","Muchas gracias"
"2020/07/27 11:15:57 AM CDT","2020-07-27","Milles Rock","Intermedia","Sí","15","15","Sí","15","15","Sí","1","5","5",""
"2020/07/27 11:41:34 AM CDT","2020-07-27","Santa Fe","Infantil","No","","","Sí","14","2","Sí","3","0","0",""
"2020/07/27 12:01:03 PM CDT","2020-07-20","Bethania","Intermedia","No","","","Sí","10","3","Sí","1","3","2",""
"2020/07/27 1:01:03 PM CDT","2020-07-27","Alameda","Moscos","Sí","14","14","Sí","14","14","Sí","2","5","5",""
"2020/07/27 1:27:37 PM CDT","2020-07-27","Campo Marte","Juvenil","Sí","7","5","Sí","10","8","No","","","",""
"2020/07/27 1:29:41 PM CDT","2020-07-27","Milles Rock","Juvenil","Sí","5","5","Sí","10","8","No","","","",""
"2020/07/27 2:02:32 PM CDT","2020-07-27","Maestro","Infantil","No","","","Sí","5","16","Sí","4","3","1",""
"2020/07/27 2:25:10 PM CDT","2020-07-27","Campo Marte","Intermedia","Sí","15","9","Sí","15","5","No","","","",""
"2020/07/27 2:26:20 PM CDT","2020-07-27","San Francisco de Asís","Intermedia","Sí","4","1","Sí","12","9","Sí","2","5","5",""
"2020/07/27 2:31:50 PM CDT","2020-07-27","Nimajuyú","Intermedia","Sí","4","4","Sí","1","6","Sí","1","5","4",""
"2020/07/27 2:33:48 PM CDT","2020-07-27","Roosevelt","Infantil","Sí","10","8","Sí","12","6","Sí","1","4","2",""
"2020/07/27 2:52:33 PM CDT","2020-07-27","Paraiso 2","Moscos","No","","","Sí","30","4","Sí","1","5","2",""
"2020/07/27 2:58:47 PM CDT","2020-07-27","Castillo Lara","Moscos","No","","","Sí","12","08","Sí","01","5","4",""
"2020/07/27 3:01:43 PM CDT","2020-07-24","Paraiso 2","Intermedia","Sí","12","12","No","","","Sí","3","5","5","Entrenamiento a distancia "
"2020/07/27 3:02:51 PM CDT","2020-07-27","Paraiso 2","Intermedia","No","","","Sí","14","6","Sí","1","3","2",""
"2020/07/27 3:19:59 PM CDT","2020-07-27","Muniguate","Equipo Mayor","No","","","Sí","23","23","Sí","4","5","5",""
"2020/07/27 3:32:15 PM CDT","2020-07-27","Bethania","Infantil","No","","","Sí","20","12","Sí","3","5","3",""
"2020/07/27 3:35:39 PM CDT","2020-07-27","Justo Rufino Barrios","Infantil","No","","","Sí","10","10","Sí","1","5","5",""
"2020/07/27 3:38:20 PM CDT","2020-07-27","Justo Rufino Barrios","Juvenil","No","","","Sí","11","11","Sí","1","5","5",""
"2020/07/27 3:45:20 PM CDT","2020-07-27","Paraiso 2","Juvenil","No","","","Sí","8","2","Sí","1","5","2",""
"2020/07/27 3:47:19 PM CDT","2020-07-27","Chácara","Juvenil","No","","","Sí","14","6","Sí","4","4","3",""
"2020/07/27 3:48:09 PM CDT","2020-07-27","Muniguate","Sub-15","No","","","Sí","20","20","Sí","5","5","5",""
"2020/07/27 3:48:57 PM CDT","2020-07-27","Chácara","Moscos","No","","","Sí","14","14","Sí","4","5","5",""
"2020/07/27 3:49:05 PM CDT","2020-07-27","Roosevelt","Intermedia","No","","","Sí","15","15","Sí","3","5","5",""
"2020/07/27 3:49:34 PM CDT","2020-07-27","Capitalinos B-EMEFUT","Equipo Mayor","No","","","Sí","20","20","Sí","3","5","5",""
"2020/07/27 3:52:14 PM CDT","2020-07-27","Maestro","Juvenil","Sí","14","6","Sí","17","10","Sí","2","5","4",""
"2020/07/27 4:02:36 PM CDT","2020-07-27","San Francisco de Asís","Infantil","Sí","7","6","Sí","9","2","Sí","6","4","3",""
"2020/07/27 4:03:50 PM CDT","2020-07-24","Santa Fe","Juvenil","No","","","Sí","15","8","No","","","",""
"2020/07/27 4:04:18 PM CDT","2020-07-27","Santa Fe","Moscos","No","","","Sí","9","4","No","","","",""
"2020/07/27 4:04:30 PM CDT","2020-07-27","San Francisco de Asís","Juvenil","Sí","5","4","Sí","9","6","Sí","6","4","3",""
"2020/07/27 4:04:45 PM CDT","2020-07-27","Santa Fe","Juvenil","No","","","Sí","15","10","No","","","",""
"2020/07/27 4:11:57 PM CDT","2020-07-27","Capitalinos B-EMEFUT","Sub-18","Sí","22","18","Sí","22","18","Sí","5","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento,así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas."
"2020/07/27 4:13:52 PM CDT","2020-07-27","Justo Rufino Barrios","Intermedia","No","","","Sí","4","12","Sí","3","4","3",""
"2020/07/27 4:20:33 PM CDT","2020-07-27","Santa Fe","Intermedia","No","","","Sí","15","4","No","","","",""
"2020/07/27 4:32:32 PM CDT","2020-07-27","Limón","Moscos","Sí","10","8","Sí","10 ","7","Sí","3","4","2","Los niños tiene tienen muchas tareas y trabajos por parte de la escuela.  Y los padres de familia le estan dando prioridad a las tareas. 

"
"2020/07/27 4:41:46 PM CDT","2020-07-27","Paraiso 2","Infantil","No","","","Sí","30","2","No","","","",""
"2020/07/27 4:45:23 PM CDT","2020-07-27","Milles Rock","Infantil","No","","","Sí","15","5","Sí","1","5","4",""
"2020/07/27 4:48:10 PM CDT","2020-07-23","Florida","Sub-15","No","","","Sí","3","16","Sí","1","4","1",""
"2020/07/27 4:48:54 PM CDT","2020-07-23","Gerona","Juvenil","Sí","15","11","Sí","15","11","Sí","3","5","5","Muchas gracias"
"2020/07/27 4:49:14 PM CDT","2020-07-24","Proyecto 4-10","Sub-15","No","","","Sí","3","15","Sí","1","3","0",""
"2020/07/27 4:49:52 PM CDT","2020-07-24","Gerona","Moscos","Sí","12","8","Sí","12","8","Sí","3","5","5","Muchas gracias"
"2020/07/27 4:51:09 PM CDT","2020-07-24","Gerona","Infantil","Sí","9","5","Sí","9","5","Sí","3","5","5","Muchas gracias"
"2020/07/27 4:52:08 PM CDT","2020-07-23","Proyecto 4-10","Juvenil","No","","","Sí","2","15","Sí","1","4","0",""
"2020/07/27 4:52:13 PM CDT","2020-07-24","Gerona","Intermedia","Sí","15","10","Sí","15","10","Sí","3","5","5","Muchas gracias"
"2020/07/27 4:52:49 PM CDT","2020-07-24","Proyecto 4-10","Juvenil","No","","","Sí","2","16","Sí","1","4","0",""
"2020/07/27 4:53:47 PM CDT","2020-07-24","Gerona","Juvenil","Sí","15","11","Sí","15","11","Sí","3","5","5","Muchas gracias"
"2020/07/27 4:54:00 PM CDT","2020-07-23","Proyecto 4-10","Intermedia","No","","","Sí","2","8","Sí","1","3","0",""
"2020/07/27 4:54:43 PM CDT","2020-07-24","Proyecto 4-10","Intermedia","No","","","Sí","2","12","Sí","1","3","0",""
"2020/07/27 4:56:14 PM CDT","2020-07-23","Proyecto 4-10","Infantil","No","","","Sí","4","18","Sí","1","4","0",""
"2020/07/27 4:57:12 PM CDT","2020-07-24","Proyecto 4-10","Infantil","Sí","9","9","Sí","2","9","Sí","1","4","0",""
"2020/07/27 4:58:30 PM CDT","2020-07-23","Proyecto 4-10","Moscos","No","","","Sí","3","14","Sí","1","4","0",""
"2020/07/27 4:59:20 PM CDT","2020-07-24","Proyecto 4-10","Moscos","No","","","Sí","2","14","Sí","1","4","0",""
"2020/07/27 5:02:26 PM CDT","2020-07-27","Roosevelt","Moscos","Sí","5","3","Sí","20","8","Sí","3","3","3","Monitoreo realizado por la profesora Diana cotzajay"
"2020/07/27 5:03:02 PM CDT","2020-07-27","Gerona","Moscos","Sí","12","5","Sí","12","5","Sí","3","5","5","Muchas gracias"
"2020/07/27 5:03:49 PM CDT","2020-07-27","Gerona","Infantil","Sí","9","6","Sí","9","6","Sí","3","5","5","Muchas gracias"
"2020/07/27 5:04:42 PM CDT","2020-07-27","Gerona","Intermedia","Sí","15","9","Sí","15","9","Sí","3","5","5","Muchas gracias"
"2020/07/27 5:05:35 PM CDT","2020-07-27","Gerona","Juvenil","Sí","15","8","Sí","15","8","Sí","3","5","5","Muchas gracias"
"2020/07/27 5:06:29 PM CDT","2020-07-27","Roosevelt","Juvenil","Sí","8","5","Sí","20","8","Sí","3","3","3","Reporta jorge luis velasquez
"
"2020/07/27 5:45:14 PM CDT","2020-07-27","Florida","Moscos","Sí","4","3","Sí","1","5","Sí","5","5","5",""
"2020/07/27 5:49:12 PM CDT","2020-07-27","Florida","Intermedia","Sí","10","5","Sí","10","1","Sí","","1","0","trabajan y estudian "
"2020/07/27 6:05:45 PM CDT","2020-07-27","Castillo Lara","Intermedia","No","","","Sí","15","6","Sí","1","5","5",""
"2020/07/27 6:07:07 PM CDT","2020-07-27","Castillo Lara","Juvenil","No","","","Sí","12","6","Sí","1","5","5",""
"2020/07/27 10:34:23 PM CDT","2020-07-27","Nimajuyú","Juvenil","No","","","Sí","16","12","Sí","1","4","2",""
"2020/07/28 9:00:56 AM CDT","2020-07-27","Justo Rufino Barrios","Moscos","Sí","11","11","Sí","11","11","Sí","4","5","5","Siempre trabajamos en casa con diferente ejercicios "
"2020/07/28 12:09:21 PM CDT","2020-07-28","Lourdes","Juvenil","No","","","Sí","16","14","Sí","6","3","2",""
"2020/07/28 12:30:09 PM CDT","2020-07-28","Milles Rock","Intermedia","Sí","15","15","Sí","15","15","Sí","1","5","5",""
"2020/07/28 12:41:28 PM CDT","2020-07-28","Muniguate","Equipo Mayor","Sí","23","22","No","","","Sí","5","5","5",""
"2020/07/28 12:48:44 PM CDT","2020-07-28","Campo Marte","Moscos","No","","","Sí","23","16","Sí","1","5","3",""
"2020/07/28 12:55:00 PM CDT","2020-07-28","Maestro","Juvenil","Sí","13","9","Sí","17","12","Sí","2","5","4",""
"2020/07/28 12:55:22 PM CDT","2020-07-28","Milles Rock","Juvenil","Sí","5","5","Sí","10","10","Sí","1","5","5","Cuesta el poder comunicarse un poco con ellos pero me gusta que ponen de su parte para poder comunicarse con uno también "
"2020/07/28 1:12:28 PM CDT","2020-07-28","Santa Fe","Infantil","No","","","Sí","14","5","Sí","4","1","1",""
"2020/07/28 1:31:54 PM CDT","2020-07-28","Florida","Intermedia","Sí","9","5","Sí","10","3","Sí","1","3","0",""
"2020/07/28 1:38:16 PM CDT","2020-07-28","Paraiso 2","Moscos","No","","","Sí","30","8","Sí","1","5","2",""
"2020/07/28 1:41:27 PM CDT","2020-07-28","Milles Rock","Moscos","Sí","5","3","Sí","10","14","Sí","3","4","3",""
"2020/07/28 2:14:17 PM CDT","2020-07-28","Chácara","Infantil","Sí","0","0","Sí","11","11","Sí","5","5","5","Todo bien gracias "
"2020/07/28 2:18:21 PM CDT","2020-07-28","Justo Rufino Barrios","Infantil","No","","","Sí","11","11","Sí","1","5","5",""
"2020/07/28 2:30:28 PM CDT","2020-07-28","Alameda","Intermedia","No","","","Sí","15","15","Sí","3","5","4",""
"2020/07/28 2:38:21 PM CDT","2020-07-28","Nimajuyú","Intermedia","Sí","5","3","Sí","10","4","Sí","1","5","3",""
"2020/07/28 2:41:11 PM CDT","2020-07-28","Castillo Lara","Infantil","No","","","Sí","14","5","Sí","2 ","5","3",""
"2020/07/28 2:50:18 PM CDT","2020-07-28","Capitalinos B-EMEFUT","Sub-18","Sí","20","19","Sí","20","19","Sí","5","5","5","Se envió a los alumnos informacion por medio de teletrabajo,llamadas,mensajes por wat shap y videos de entrenamiento,así como llamadas a los padres de familia,seguimiento por medio de enlaces y link. Todo en base a la planificación según Microciclo de actividades deportivas."
"2020/07/28 3:09:09 PM CDT","2020-07-28","Milles Rock","Infantil","No","","","Sí","15","6","Sí","1","5","3",""
"2020/07/28 3:10:00 PM CDT","2020-07-24","Lourdes","Infantil","Sí","5","5","Sí","10","8","Sí","1","5","5",""
"2020/07/28 3:10:44 PM CDT","2020-07-24","Lourdes","Intermedia","No","","","Sí","15","6","Sí","2","4","4",""
"2020/07/28 3:11:43 PM CDT","2020-07-27","Lourdes","Infantil","No","","","Sí","15","10","Sí","1","4","4",""
"2020/07/28 3:12:20 PM CDT","2020-07-27","Lourdes","Intermedia","No","","","Sí","15","7","Sí","1","4","4",""
"2020/07/28 3:13:05 PM CDT","2020-07-24","San Francisco de Asís","Moscos","Sí","4","4","Sí","12","9","Sí","1","5","5",""
"2020/07/28 3:14:02 PM CDT","2020-07-27","San Francisco de Asís","Moscos","Sí","5","3","Sí","10","7","Sí","1","4","4",""
"2020/07/28 3:16:31 PM CDT","2020-07-28","San Francisco de Asís","Intermedia","Sí","2","2","Sí","13","10","Sí","2","5","1",""
"2020/07/28 3:16:47 PM CDT","2020-07-28","Paraiso 2","Juvenil","No","","","Sí","8","2","Sí","1","4","2",""
"2020/07/28 3:30:53 PM CDT","2020-07-28","Nimajuyú","Moscos","No","","","Sí","22","22","Sí","2","5","5",""
"2020/07/28 3:31:42 PM CDT","2020-07-28","Nimajuyú","Moscos","No","","","Sí","12","8","Sí","2","5","3",""
"2020/07/28 3:32:17 PM CDT","2020-07-28","Chácara","Intermedia","Sí","13","10","Sí","13","10","Sí","4","5","5",""
"2020/07/28 3:32:30 PM CDT","2020-07-28","Nimajuyú","Infantil","No","","","Sí","22","23","Sí","3","5","5",""
"2020/07/28 3:40:14 PM CDT","2020-07-28","Campo Marte","Juvenil","Sí","10","9","Sí","7","6","Sí","5","5","5",""
"2020/07/28 3:54:43 PM CDT","2020-07-28","Roosevelt","Infantil","No","","","Sí","22","0","Sí","1","3","3",""
"2020/07/28 4:06:24 PM CDT","2020-07-27","Santa Fe","Juvenil","No","","","Sí","15","10","No","","","",""
"2020/07/28 4:07:02 PM CDT","2020-07-28","Santa Fe","Moscos","No","","","Sí","9","2","Sí","3","5","1",""
"2020/07/28 4:07:29 PM CDT","2020-07-28","Santa Fe","Juvenil","No","","","Sí","15","7","Sí","5","5","2",""
"2020/07/28 4:13:18 PM CDT","2020-07-28","Santa Fe","Intermedia","No","","","Sí","15","3","Sí","1","2","0",""
"2020/07/28 4:21:37 PM CDT","2020-07-28","Castillo Lara","Moscos","No","","","Sí","12","07","Sí","01","5","4","Ninguno"
"2020/07/28 4:21:55 PM CDT","2020-07-28","Paraiso 2","Infantil","No","","","Sí","30","3","Sí","2","4","2",""
"2020/07/28 4:30:34 PM CDT","2020-07-28","Maestro","Moscos","No","","","Sí","27","17","Sí","6","","5",""
"2020/07/28 4:32:24 PM CDT","2020-07-28","Maestro","Intermedia","No","","","Sí","25","19","Sí","6","","5",""
"2020/07/28 4:34:37 PM CDT","2020-07-28","Justo Rufino Barrios","Moscos","Sí","12","12","Sí","12","12","Sí","4","5","5","Siempre trabajamos en casa con diferente ejercicios "
"2020/07/28 4:43:22 PM CDT","2020-07-27","Limón","Moscos","Sí","10","8","Sí","10 ","7","Sí","3","4","2","Los niños tiene tienen muchas tareas y trabajos por parte de la escuela.  Y los padres de familia le estan dando prioridad a las tareas. 

"
"2020/07/28 4:45:39 PM CDT","2020-07-28","Bethania","Infantil","No","","","Sí","20","12","Sí","3","5","3",""
"2020/07/28 5:03:53 PM CDT","2020-07-28","Castillo Lara","Intermedia","No","","","Sí","12","6","Sí","1","5","5",""
"2020/07/28 5:05:04 PM CDT","2020-07-28","Castillo Lara","Juvenil","No","","","Sí","10","6","Sí","1","5","5",""
"2020/07/28 5:12:57 PM CDT","2020-07-28","Roosevelt","Intermedia","No","","","Sí","15","15","Sí","3","5","5",""
"2020/07/28 5:13:42 PM CDT","2020-07-28","Capitalinos B-EMEFUT","Equipo Mayor","No","","","Sí","20","20","Sí","3","5","5",""
"2020/07/28 5:27:16 PM CDT","2020-07-28","Florida","Moscos","Sí","5","4","Sí","1","5","Sí","5","5","5",""
"2020/07/28 5:30:32 PM CDT","2020-07-28","Cantón 21","Moscos","Sí","5","5","Sí","12","10","Sí","4","4","4",""
"2020/07/28 5:32:57 PM CDT","2020-07-28","Cantón 21","Infantil","Sí","8","7","Sí","15","14","Sí","4","4","4",""
"2020/07/28 5:34:05 PM CDT","2020-07-28","Cantón 21","Intermedia","Sí","12","10","Sí","15","13","Sí","5","4","4",""
"2020/07/28 5:35:10 PM CDT","2020-07-28","Cantón 21","Juvenil","Sí","12","10","Sí","16","14","Sí","5","4","4",""
"2020/07/28 6:00:49 PM CDT","2020-07-28","Justo Rufino Barrios","Intermedia","No","","","Sí","5","10","Sí","3","4","3",""
"2020/07/28 6:08:47 PM CDT","2020-07-28","Limón","Moscos","Sí","7","6","No","","","Sí","3","4","3",""
"2020/07/28 6:12:16 PM CDT","2020-07-27","Paraiso 2","Intermedia","No","","","Sí","14","6","Sí","1","3","2",""
"2020/07/28 6:13:18 PM CDT","2020-07-28","Paraiso 2","Intermedia","No","","","Sí","14","5","Sí","1","4","2",""
"2020/07/28 6:39:11 PM CDT","2020-07-28","San Francisco de Asís","Infantil","Sí","6","5","Sí","9","3","Sí","6","4","3",""
"2020/07/28 6:42:07 PM CDT","2020-07-28","San Francisco de Asís","Juvenil","Sí","5","4","Sí","9","5","Sí","6","4","4",""
"2020/07/28 7:36:04 PM CDT","2020-07-28","Florida","Juvenil","No","","","Sí","18","5","Sí","2","5","4",""
"2020/07/28 9:12:56 PM CDT","2020-07-28","Roosevelt","Moscos","Sí","5","3","Sí","22","11","Sí","3","3","3","Reporto: Diana cotzajay ,EMEFUT ROOSEVELT"
"2020/07/28 9:16:59 PM CDT","2020-07-28","Roosevelt","Juvenil","Sí","5","4","Sí","20","11","Sí","2","3","3","Reporto : Jorge Luis Velásquez, Emefut ROOSEVELT"
"2020/07/28 10:27:43 PM CDT","2020-07-27","Campo Marte","Sub-15","No","","","Sí","3","18","Sí","1","4","0",""
"2020/07/28 10:28:57 PM CDT","2020-07-27","Proyecto 4-10","Juvenil","No","","","Sí","2","18","Sí","1","4","0",""
"2020/07/28 10:29:42 PM CDT","2020-07-27","Proyecto 4-10","Intermedia","No","","","Sí","2","8","Sí","1","2","0",""
"2020/07/28 10:31:26 PM CDT","2020-07-27","Proyecto 4-10","Infantil","No","","","Sí","4","18","Sí","1","4","0",""
"2020/07/28 10:32:10 PM CDT","2020-07-27","Proyecto 4-10","Moscos","No","","","Sí","2","13","Sí","1","4","1",""
"2020/07/28 10:33:38 PM CDT","2020-07-28","Gerona","Sub-15","No","","","Sí","3","18","Sí","1","4","1",""
"2020/07/28 10:35:09 PM CDT","2020-07-28","Proyecto 4-10","Juvenil","No","","","Sí","2","16","Sí","1","4","0",""
"2020/07/28 10:35:53 PM CDT","2020-07-28","Proyecto 4-10","Intermedia","No","","","Sí","2","9","Sí","1","3","1",""
"2020/07/28 10:36:56 PM CDT","2020-07-28","Proyecto 4-10","Infantil","No","","","Sí","3","18","Sí","1","4","0",""
"2020/07/28 10:37:43 PM CDT","2020-07-28","Proyecto 4-10","Moscos","No","","","Sí","2","14","Sí","1","4","1",""
"2020/07/28 11:29:59 PM CDT","2020-07-28","Gerona","Moscos","Sí","12","5","Sí","12","5","Sí","3","5","5","muchas gracias"
"2020/07/28 11:31:41 PM CDT","2020-07-28","Gerona","Infantil","Sí","9","6","Sí","9","6","Sí","3","5","5","muchas gracias"
"2020/07/28 11:32:54 PM CDT","2020-07-28","Gerona","Intermedia","Sí","15","9","Sí","15","9","Sí","3","5","5","muchas gracias"
"2020/07/28 11:34:13 PM CDT","2020-07-28","Gerona","Juvenil","Sí","15","8","Sí","15","8","Sí","3","5","5","muchas gracias"
"2020/07/28 11:35:26 PM CDT","2020-07-27","Gerona","Moscos","Sí","12","5","Sí","12","5","Sí","3","5","5","muchas gracias"
"2020/07/28 11:36:42 PM CDT","2020-07-27","Gerona","Infantil","Sí","9","6","Sí","9","6","Sí","3","5","5","muchas gracias"
"2020/07/28 11:37:56 PM CDT","2020-07-27","Gerona","Intermedia","Sí","15","9","Sí","15","9","Sí","3","5","5","muchas gracias"
"2020/07/28 11:39:04 PM CDT","2020-07-27","Gerona","Juvenil","Sí","15","8","Sí","15","8","Sí","3","5","5","muchas gracias"
"2020/07/29 12:11:55 AM CDT","2020-07-28","Nimajuyú","Juvenil","No","","","Sí","16","12","Sí","3","4","1",""
"2020/07/29 9:41:46 AM CDT","2020-07-27","Lourdes","Moscos","Sí","10","8","Sí","5","5","Sí","4","5","5",""
"2020/07/29 9:42:35 AM CDT","2020-07-28","Lourdes","Moscos","Sí","15","9","Sí","5","5","Sí","3","5","5",""
"2020/07/29 9:43:24 AM CDT","2020-07-29","Lourdes","Moscos","Sí","7","7","Sí","8","8","Sí","5","5","5",""
"2020/07/29 10:54:52 AM CDT","2020-07-29","Muniguate","Equipo Mayor","No","","","Sí","24","22","Sí","5","5","5",""
